epoch_idx	precision@10	recall@10	ndcg@10	precision@20	recall@20	ndcg@20	precision@40	recall@40	ndcg@40	precision@80	recall@80	ndcg@80	precision@100	recall@100	ndcg@100
120.0	0.08474115282297134	0.42452317476272583	0.2738177362636038	0.05882834270596504	0.5891008377075195	0.32474902675062034	0.036961860954761505	0.740327000617981	0.36278424520338026	0.021614445373415947	0.8656675815582275	0.3890923414497015	0.01814168691635132	0.9081743955612183	0.39710996477106536
130.0	0.08485013991594315	0.42506811022758484	0.2773438031749548	0.05923706293106079	0.5931879878044128	0.3294909307717874	0.03719346597790718	0.7446866631507874	0.3675917956324471	0.021655315533280373	0.8673024773597717	0.39336238500790877	0.018076293170452118	0.9049046039581299	0.40046291148862706
140.0	0.08566758036613464	0.4291553199291229	0.2783927138789575	0.05839237570762634	0.5847411155700684	0.32666081347381076	0.036852866411209106	0.7378746867179871	0.36520181391538614	0.021668938919901848	0.8678473830223083	0.3924227904713482	0.01814168691635132	0.9081743955612183	0.4000285381771897
150.0	0.08539510518312454	0.42779290676116943	0.27678940156353327	0.05858311429619789	0.5866485238075256	0.32620276790525893	0.03677111864089966	0.7365122437477112	0.3638302102425009	0.021587194874882698	0.8645776510238647	0.3906953581483889	0.01802724599838257	0.902452290058136	0.39784978972357865
160.0	0.08512262254953384	0.42643052339553833	0.27739185898681123	0.058365125209093094	0.5844686627388	0.32649305141067564	0.03674387186765671	0.7359672784805298	0.36451707111444215	0.021566759794950485	0.863760232925415	0.3912881107535357	0.01802724599838257	0.902452290058136	0.3985913896260587
170.0	0.08337874710559845	0.41743868589401245	0.2748854042718761	0.058147139847278595	0.5822888016700745	0.3260937833334085	0.03662125766277313	0.7332425117492676	0.3641480815908382	0.021512262523174286	0.8615803718566895	0.3910681135060142	0.018005449324846268	0.901362419128418	0.39858084161594637
180.0	0.08555860072374344	0.42833787202835083	0.280087006409512	0.05844687297940254	0.5852860808372498	0.3287550774068592	0.03649863973259926	0.731062650680542	0.36551282048011746	0.021621255204081535	0.8659400343894958	0.39379277296046544	0.018076293170452118	0.9049046039581299	0.4011387676202439
190.0	0.08577658236026764	0.4294278025627136	0.28228664392502395	0.057629432529211044	0.5771117210388184	0.32790353624463625	0.03670300170779228	0.7351498603820801	0.3677435467612985	0.02158038504421711	0.8643051981925964	0.39486373124920054	0.01811988838016987	0.9070844650268555	0.40292107640275177
200.0	0.08408720046281815	0.42098093032836914	0.27629176036505493	0.057629432529211044	0.5771117210388184	0.3247509957356532	0.036376021802425385	0.7283378839492798	0.3627398333617268	0.021485015749931335	0.8604904413223267	0.3904991269884701	0.01798364892601967	0.9002724885940552	0.3980087012624504
210.0	0.08512262254953384	0.42615804076194763	0.27821765892699524	0.05831063166260719	0.5839236974716187	0.3269244747778996	0.03641689568758011	0.7294278144836426	0.3634732951219716	0.021532699465751648	0.8623978495597839	0.3913935896017138	0.01796730048954487	0.8994550704956055	0.39838568795412616
220.0	0.08588556200265884	0.42997273802757263	0.2815225039522383	0.05841962620615959	0.5850136280059814	0.3294238739312015	0.03637602552771568	0.7286103367805481	0.36559735117445524	0.021600820124149323	0.8651226162910461	0.39419242198097354	0.017989102751016617	0.9005449414253235	0.4008747108833907
230.0	0.08365122973918915	0.41880109906196594	0.2761874015892399	0.05765668302774429	0.5771117210388184	0.32530170437225575	0.03619891405105591	0.7250680923461914	0.3625576188466157	0.021566759794950485	0.863760232925415	0.3916380140902957	0.01806539297103882	0.9043596982955933	0.3992962069548444
240.0	0.08528611063957214	0.4269754886627197	0.2816227930055081	0.057411447167396545	0.5749318599700928	0.327636487916785	0.03633515164256096	0.7277929186820984	0.3661459380156627	0.021485015749931335	0.8604904413223267	0.39398141959087596	0.018010899424552917	0.9016348719596863	0.40173049298524677
250.0	0.08490464091300964	0.42506811022758484	0.2777541791064611	0.057247962802648544	0.5730245113372803	0.32374956175498215	0.03641689568758011	0.7294278144836426	0.36302051140431674	0.021512264385819435	0.8615803718566895	0.3907586482353672	0.018054494634270668	0.9038147330284119	0.39872989160775596
260.0	0.08479564636945724	0.42452317476272583	0.2776394131018958	0.057356953620910645	0.5741144418716431	0.32431030758320933	0.03640327602624893	0.7288828492164612	0.3632602813198926	0.02158038504421711	0.8643051981925964	0.3915269733276899	0.018049044534564018	0.9035422205924988	0.39893097736369376
270.0	0.08463216572999954	0.42370572686195374	0.2770929925251988	0.056675754487514496	0.5673024654388428	0.32161117358214925	0.03584469109773636	0.7177111506462097	0.3595078464406235	0.02152588777244091	0.8621253371238708	0.38971422609122647	0.017972752451896667	0.8997275233268738	0.3968041455169001
280.0	0.08310627192258835	0.41607630252838135	0.26985283770989044	0.057275205850601196	0.5732970237731934	0.31868879193602445	0.03622616082429886	0.7256130576133728	0.35698727953340625	0.021464580669999123	0.859673023223877	0.38508067804597085	0.01792915351688862	0.8975476622581482	0.3922366251702075
290.0	0.08381472527980804	0.41961851716041565	0.27452892966232606	0.057029977440834045	0.5708447098731995	0.32121206625892335	0.035776570439338684	0.7166212797164917	0.3577768037461216	0.02144414372742176	0.8588556051254272	0.3875739312562012	0.01789100654423237	0.8959128260612488	0.39453360281806954
300.0	0.08207084983587265	0.41089919209480286	0.27009599682564894	0.057166218757629395	0.5722070932388306	0.32018047190988097	0.03580382093787193	0.71689373254776	0.356512604583721	0.02142370492219925	0.8580381274223328	0.38599505013400937	0.01782561093568802	0.8923705816268921	0.3924688644716049
